designation,jd_utc,ra_deg,dec_deg,magnitude,band,obs_code,year,source,raw_line
0003I,2461062.487846,124.35084166666667,17.275388888888887,15.4,G,L65,2026,mpc_real,0003I        KB2026 01 21.98784608 17 24.202+17 16 31.40         15.4 GVEC091L65
0003I,2461062.492118,124.34754999999998,17.276419444444443,15.1,G,J51,2026,mpc_real,0003I        KB2026 01 21.99211808 17 23.412+17 16 35.11         15.1 GXEC091J51
0003I,2461062.495022,124.34469166666666,17.276530555555553,15.5,G,L65,2026,mpc_real,0003I        KB2026 01 21.99502208 17 22.726+17 16 35.51         15.5 GVEC091L65
0003I,2461062.823333,124.06840416666667,17.329825,15.2,R,H36,2026,mpc_real,0003I        eC2026 01 22.32333308 16 16.417+17 19 47.37         15.2 RqED056H36
0003I,2461062.824861,124.06722916666668,17.330166666666667,15.1,R,H36,2026,mpc_real,0003I        eC2026 01 22.32486108 16 16.135+17 19 48.60         15.1 RqED056H36
0003I,2461062.826389,124.065775,17.330152777777776,14.9,R,H36,2026,mpc_real,0003I        eC2026 01 22.32638908 16 15.786+17 19 48.55         14.9 RqED056H36
0003I,2461063.01948,123.904875,17.362361111111113,16.6,V,E94,2026,mpc_real,0003I        KB2026 01 22.51948 08 15 37.17 +17 21 44.5          16.6 VqEC091E94
0003I,2461063.0326,123.89395833333333,17.364444444444445,16.6,V,E94,2026,mpc_real,0003I        KB2026 01 22.53260 08 15 34.55 +17 21 52.0          16.6 VqEC091E94
0003I,2461063.04537,123.88320833333333,17.366472222222225,16.5,V,E94,2026,mpc_real,0003I        KB2026 01 22.54537 08 15 31.97 +17 21 59.3          16.5 VqEC091E94
0003I,2461063.051161,123.87897916666667,17.366119444444447,16.5,G,900,2026,mpc_real,0003I        KB2026 01 22.55116108 15 30.955+17 21 58.03         16.5 GWEC091900
0003I,2461063.058206,123.87310833333332,17.367269444444446,16.5,G,900,2026,mpc_real,0003I        KB2026 01 22.55820608 15 29.546+17 22 02.17         16.5 GWEC091900
0003I,2461063.065252,123.86710833333333,17.368419444444445,16.4,G,900,2026,mpc_real,0003I        KB2026 01 22.56525208 15 28.106+17 22 06.31         16.4 GWEC091900
0003I,2461063.172222,123.77761249999999,17.386458333333334,16.27,G,D90,2026,mpc_real,0003I        ~C2026 01 22.67222208 15 06.627+17 23 11.25         16.27GWED056D90
0003I,2461063.174016,123.77616666666667,17.386702777777778,16.23,G,D90,2026,mpc_real,0003I        ~C2026 01 22.67401608 15 06.280+17 23 12.13         16.23GWED056D90
0003I,2461063.175799,123.77456666666666,17.386877777777777,16.34,G,D90,2026,mpc_real,0003I        ~C2026 01 22.67579908 15 05.896+17 23 12.76         16.34GWED056D90
0003I,2461063.177488,123.77335833333335,17.38618888888889,16.3,V,Q14,2026,mpc_real,0003I        0C2026 01 22.67748808 15 05.606+17 23 10.28         16.3 VqEC091Q14
0003I,2461063.191007,123.76207083333333,17.388269444444443,16.3,V,Q14,2026,mpc_real,0003I        0C2026 01 22.69100708 15 02.897+17 23 17.77         16.3 VqEC091Q14
0003I,2461063.347245,123.63349166666667,17.412511111111108,15.2,V,R92,2026,mpc_real,0003I        0B2026 01 22.84724508 14 32.038+17 24 45.04         15.2 VZEC091R92
0003I,2461063.365463,123.61844166666667,17.41546111111111,15.3,V,R92,2026,mpc_real,0003I        0B2026 01 22.86546308 14 28.426+17 24 55.66         15.3 VZEC091R92
0003I,2461063.384051,123.60310833333331,17.41823888888889,15.1,V,R92,2026,mpc_real,0003I        0B2026 01 22.88405108 14 24.746+17 25 05.66         15.1 VZEC091R92
0003I,2461063.392166,123.59641666666667,17.419777777777778,15.3,G,958,2026,mpc_real,0003I        KB2026 01 22.89216608 14 23.14 +17 25 11.2          15.3 GXEC091958
0003I,2461063.404933,123.58569999999997,17.421847222222222,16.04,G,M57,2026,mpc_real,0003I        eC2026 01 22.90493308 14 20.568+17 25 18.65         16.04GXEC091M57
0003I,2461063.405325,123.58558333333333,17.421805555555558,15.3,G,958,2026,mpc_real,0003I        KB2026 01 22.90532508 14 20.54 +17 25 18.5          15.3 GXEC091958
0003I,2461063.412866,123.57929166666666,17.422944444444447,15.3,G,958,2026,mpc_real,0003I        KB2026 01 22.91286608 14 19.03 +17 25 22.6          15.3 GXEC091958
0003I,2461063.414648,123.57762083333331,17.423372222222223,16.06,G,M57,2026,mpc_real,0003I        eC2026 01 22.91464808 14 18.629+17 25 24.14         16.06GXEC091M57
0003I,2461063.425125,123.56887916666665,17.42485277777778,15.95,G,M57,2026,mpc_real,0003I        eC2026 01 22.92512508 14 16.531+17 25 29.47         15.95GXEC091M57
0003I,2461063.466736,123.53479166666665,17.431361111111112,15.5,G,A06,2026,mpc_real,0003I        KB2026 01 22.96673608 14 08.350+17 25 52.90         15.5 GXEC091A06
0003I,2461063.496076,123.5104708333333,17.435919444444444,15.4,G,A06,2026,mpc_real,0003I        KB2026 01 22.99607608 14 02.513+17 26 09.31         15.4 GXEC091A06
0003I,2461063.524919,123.48660000000001,17.4405,15.7,G,A06,2026,mpc_real,0003I        KB2026 01 23.02491908 13 56.784+17 26 25.80         15.7 GXEC091A06
0003I,2461063.755378,123.2973875,17.477105555555553,16.96,G,W85,2026,mpc_real,0003I        4C2026 01 23.25537808 13 11.373+17 28 37.58         16.96GWEC091W85
0003I,2461063.758044,123.29517500000001,17.47753611111111,16.92,G,W85,2026,mpc_real,0003I        4C2026 01 23.25804408 13 10.842+17 28 39.13         16.92GWEC091W85
0003I,2461063.760672,123.29298333333332,17.477944444444443,16.94,G,W85,2026,mpc_real,0003I        4C2026 01 23.26067208 13 10.316+17 28 40.60         16.94GWEC091W85
0003I,2461063.8414,123.22664583333332,17.48978888888889,15.7,G,303,2026,mpc_real,0003I        eB2026 01 23.34140008 12 54.395+17 29 23.24         15.7 GWEC091303
0003I,2461063.843368,123.224925,17.48988888888889,14.8,G,303,2026,mpc_real,0003I        eB2026 01 23.34336808 12 53.982+17 29 23.60         14.8 GWEC091303
0003I,2461063.845359,123.22346666666665,17.49016388888889,16.1,G,303,2026,mpc_real,0003I        eB2026 01 23.34535908 12 53.632+17 29 24.59         16.1 GWEC091303
0003I,2461064.054757,123.05434166666666,17.522780555555556,15.5,G,E41,2026,mpc_real,0003I        0B2026 01 23.55475708 12 13.042+17 31 22.01         15.5 GVEC091E41
0003I,2461064.05667,123.05279166666666,17.52208333333333,, ,903,2026,mpc_real,0003I        KC2026 01 23.55667 08 12 12.67 +17 31 19.5                qEC091903
0003I,2461064.057396,123.05217916666666,17.523219444444443,15.5,G,E41,2026,mpc_real,0003I        0B2026 01 23.55739608 12 12.523+17 31 23.59         15.5 GVEC091E41
0003I,2461064.059838,123.05015833333331,17.523569444444444,15.4,G,E41,2026,mpc_real,0003I        0B2026 01 23.55983808 12 12.038+17 31 24.85         15.4 GVEC091E41
0003I,2461064.06051,123.04974999999999,17.52272222222222,, ,903,2026,mpc_real,0003I        KC2026 01 23.56051 08 12 11.94 +17 31 21.8                qEC091903
0003I,2461064.06438,123.04641666666666,17.523,12.0,T,903,2026,mpc_real,0003I        KC2026 01 23.56438 08 12 11.14 +17 31 22.8          12.0 TqEC091903
0003I,2461064.169896,122.96042916666667,17.54011666666667,16.27,G,D90,2026,mpc_real,0003I        ~C2026 01 23.66989608 11 50.503+17 32 24.42         16.27GWED056D90
0003I,2461064.171678,122.9589125,17.540433333333336,16.25,G,D90,2026,mpc_real,0003I        ~C2026 01 23.67167808 11 50.139+17 32 25.56         16.25GWED056D90
0003I,2461064.173472,122.95750416666668,17.540675,16.26,G,D90,2026,mpc_real,0003I        ~C2026 01 23.67347208 11 49.801+17 32 26.43         16.26GWED056D90
0003I,2461064.312165,122.84665000000001,17.559647222222225,14.2,G,L92,2026,mpc_real,0003I        KB2026 01 23.81216508 11 23.196+17 33 34.73         14.20GWEC091L92
0003I,2461064.315707,122.84400000000001,17.560075,14.3,G,L92,2026,mpc_real,0003I        KB2026 01 23.81570708 11 22.560+17 33 36.27         14.30GWEC091L92
0003I,2461064.319247,122.84126666666668,17.560666666666666,13.91,G,L92,2026,mpc_real,0003I        KB2026 01 23.81924708 11 21.904+17 33 38.40         13.91GWEC091L92
0003I,2461064.322787,122.8382125,17.561775,13.97,G,L92,2026,mpc_real,0003I        KB2026 01 23.82278708 11 21.171+17 33 42.39         13.97GWEC091L92
0003I,2461064.324557,122.83685,17.56214166666667,13.9,G,L92,2026,mpc_real,0003I        KB2026 01 23.82455708 11 20.844+17 33 43.71         13.90GWEC091L92
0003I,2461064.326325,122.8352,17.56244722222222,14.02,G,L92,2026,mpc_real,0003I        KB2026 01 23.82632508 11 20.448+17 33 44.81         14.02GWEC091L92
0003I,2461064.329863,122.83248333333334,17.562925,14.03,G,L92,2026,mpc_real,0003I        KB2026 01 23.82986308 11 19.796+17 33 46.53         14.03GWEC091L92
0003I,2461064.333403,122.82920000000001,17.563441666666666,13.99,G,L92,2026,mpc_real,0003I        KB2026 01 23.83340308 11 19.008+17 33 48.39         13.99GWEC091L92
0003I,2461064.336958,122.82614583333333,17.56436666666667,13.85,G,L92,2026,mpc_real,0003I        KB2026 01 23.83695808 11 18.275+17 33 51.72         13.85GWEC091L92
0003I,2461064.37473,122.79570833333332,17.56947222222222,14.7,N,152,2026,mpc_real,0003I         C2026 01 23.87473 08 11 10.97 +17 34 10.1          14.7 NVEC091152
0003I,2461064.37885,122.79229166666667,17.57,14.6,N,152,2026,mpc_real,0003I         C2026 01 23.87885 08 11 10.15 +17 34 12.0          14.6 NVEC091152
0003I,2461064.38328,122.78862500000001,17.570694444444445,14.7,N,152,2026,mpc_real,0003I         C2026 01 23.88328 08 11 09.27 +17 34 14.5          14.7 NVEC091152
0003I,2461064.39163,122.78220833333333,17.572,14.7,N,152,2026,mpc_real,0003I         C2026 01 23.89163 08 11 07.73 +17 34 19.2          14.7 NVEC091152
0003I,2461064.39845,122.77662500000001,17.574333333333332,17.01,G,K93,2026,mpc_real,0003I        7C2026 01 23.89845008 11 06.390+17 34 27.60         17.01GWEC091K93
0003I,2461064.399852,122.775625,17.57452222222222,17.03,G,K93,2026,mpc_real,0003I        7C2026 01 23.89985208 11 06.150+17 34 28.28         17.03GWEC091K93
0003I,2461064.401253,122.77449999999999,17.57471111111111,17.0,G,K93,2026,mpc_real,0003I        7C2026 01 23.90125308 11 05.880+17 34 28.96         17.0 GWEC091K93
0003I,2461064.414543,122.76396666666668,17.57531388888889,15.32,G,Z80,2026,mpc_real,0003I        eB2026 01 23.91454308 11 03.352+17 34 31.13         15.32GWEC091Z80
0003I,2461064.42015,122.7592875,17.576191666666666,15.53,G,Z80,2026,mpc_real,0003I        eB2026 01 23.92015008 11 02.229+17 34 34.29         15.53GWEC091Z80
0003I,2461064.424207,122.75607500000001,17.576686111111112,15.34,G,Z80,2026,mpc_real,0003I        eB2026 01 23.92420708 11 01.458+17 34 36.07         15.34GWEC091Z80
0003I,2461064.53146,122.66983333333333,17.593083333333333,15.3,N,J38,2026,mpc_real,0003I         C2026 01 24.03146 08 10 40.76 +17 35 35.1          15.3 NWEC091J38
0003I,2461064.53336,122.66833333333334,17.593333333333334,15.3,N,J38,2026,mpc_real,0003I         C2026 01 24.03336 08 10 40.40 +17 35 36.0          15.3 NWEC091J38
0003I,2461064.53819,122.66449999999999,17.593999999999998,15.4,N,J38,2026,mpc_real,0003I         C2026 01 24.03819 08 10 39.48 +17 35 38.4          15.4 NWEC091J38
0003I,2461064.553062,122.65272083333332,17.596280555555555,14.9,w,R17,2026,mpc_real,0003I        0C2026 01 24.05306208 10 36.653+17 35 46.61         14.90wVEC091R17
0003I,2461064.566661,122.64177083333334,17.598288888888888,14.72,w,R17,2026,mpc_real,0003I        0C2026 01 24.06666108 10 34.025+17 35 53.84         14.72wVEC091R17
0003I,2461064.572037,122.63712916666665,17.599149999999998,15.8,R,Z17,2026,mpc_real,0003I        5C2026 01 24.07203708 10 32.911+17 35 56.94         15.8 RZEC091Z17
0003I,2461064.573808,122.63577083333332,17.599380555555555,15.9,R,Z17,2026,mpc_real,0003I        5C2026 01 24.07380808 10 32.585+17 35 57.77         15.9 RZEC091Z17
0003I,2461064.575579,122.63432083333333,17.59966111111111,15.9,R,Z17,2026,mpc_real,0003I        5C2026 01 24.07557908 10 32.237+17 35 58.78         15.9 RZEC091Z17
0003I,2461064.580354,122.63077083333332,17.600338888888892,14.78,w,R17,2026,mpc_real,0003I        0C2026 01 24.08035408 10 31.385+17 36 01.22         14.78wVEC091R17
0003I,2461064.594078,122.61964999999998,17.60236111111111,14.84,w,R17,2026,mpc_real,0003I        0C2026 01 24.09407808 10 28.716+17 36 08.50         14.84wVEC091R17
0003I,2461064.721794,122.5176125,17.622041666666668,17.01,G,W85,2026,mpc_real,0003I        4C2026 01 24.22179408 10 04.227+17 37 19.35         17.01GWEC091W85
0003I,2461064.724427,122.51547916666665,17.622419444444446,16.94,G,W85,2026,mpc_real,0003I        4C2026 01 24.22442708 10 03.715+17 37 20.71         16.94GWEC091W85
0003I,2461064.727041,122.5134,17.622811111111112,16.99,G,W85,2026,mpc_real,0003I        4C2026 01 24.22704108 10 03.216+17 37 22.12         16.99GWEC091W85
0003I,2461064.93984,122.34525,17.652666666666665,12.5,V,D95,2026,mpc_real,0003I         C2026 01 24.43984 08 09 22.86 +17 39 09.6          12.5 V EE044D95
0003I,2461064.94708,122.33941666666666,17.653694444444444,, ,D95,2026,mpc_real,0003I         C2026 01 24.44708 08 09 21.46 +17 39 13.3                 EE044D95
0003I,2461064.95144,122.33600000000001,17.654444444444444,, ,D95,2026,mpc_real,0003I         C2026 01 24.45144 08 09 20.64 +17 39 16.0                 EE044D95
0003I,2461065.346447,122.02542083333333,17.710919444444443,15.5,r,R50,2026,mpc_real,0003I        0B2026 01 24.84644708 08 06.101+17 42 39.31         15.5 rZEC091R50
0003I,2461065.347604,122.02437083333334,17.71123888888889,15.2,r,R50,2026,mpc_real,0003I        0B2026 01 24.84760408 08 05.849+17 42 40.46         15.2 rZEC091R50
0003I,2461065.348762,122.02295833333334,17.710461111111112,15.0,r,R50,2026,mpc_real,0003I        0B2026 01 24.84876208 08 05.510+17 42 37.66         15.0 rZEC091R50
0003I,2461065.355208,122.01777083333332,17.712169444444445,15.3,V,K74,2026,mpc_real,0003I         B2026 01 24.85520808 08 04.265+17 42 43.81         15.3 VZEC091K74
0003I,2461065.358009,122.01559166666667,17.712569444444444,15.4,V,K74,2026,mpc_real,0003I         B2026 01 24.85800908 08 03.742+17 42 45.25         15.4 VZEC091K74
0003I,2461065.36088,122.013,17.713,15.2,G,C36,2026,mpc_real,0003I         C2026 01 24.86088008 08 03.120+17 42 46.80         15.2 GWEC091C36
0003I,2461065.361505,122.0128,17.713019444444445,15.3,V,K74,2026,mpc_real,0003I         B2026 01 24.86150508 08 03.072+17 42 46.87         15.3 VZEC091K74
0003I,2461065.361921,122.01234166666666,17.712880555555554,15.4,G,C36,2026,mpc_real,0003I         C2026 01 24.86192108 08 02.962+17 42 46.37         15.4 GWEC091C36
0003I,2461065.365012,122.01,17.7136,15.4,V,K74,2026,mpc_real,0003I         B2026 01 24.86501208 08 02.400+17 42 48.96         15.4 VZEC091K74
0003I,2461065.365741,122.00887916666666,17.71391111111111,15.7,G,C36,2026,mpc_real,0003I         C2026 01 24.86574108 08 02.131+17 42 50.08         15.7 GWEC091C36
0003I,2461065.367812,122.00785833333333,17.713938888888887,15.2,V,K74,2026,mpc_real,0003I         B2026 01 24.86781208 08 01.886+17 42 50.18         15.2 VZEC091K74
0003I,2461065.367824,122.00760833333332,17.713919444444443,15.4,G,C36,2026,mpc_real,0003I         C2026 01 24.86782408 08 01.826+17 42 50.11         15.4 GWEC091C36
0003I,2461065.369213,122.00639999999999,17.714030555555556,15.4,G,C36,2026,mpc_real,0003I         C2026 01 24.86921308 08 01.536+17 42 50.51         15.4 GWEC091C36
0003I,2461065.371285,122.00520833333333,17.71443888888889,15.7,G,B50,2026,mpc_real,0003I        KB2026 01 24.87128508 08 01.250+17 42 51.98         15.7 GVEC091B50
0003I,2461065.371319,122.00505000000001,17.714419444444445,15.3,V,K74,2026,mpc_real,0003I         B2026 01 24.87131908 08 01.212+17 42 51.91         15.3 VZEC091K74
0003I,2461065.376157,122.00130833333331,17.714930555555554,15.9,G,C36,2026,mpc_real,0003I         C2026 01 24.87615708 08 00.314+17 42 53.75         15.9 GWEC091C36
0003I,2461065.378981,121.99907916666668,17.71556111111111,15.7,G,B50,2026,mpc_real,0003I        KB2026 01 24.87898108 07 59.779+17 42 56.02         15.7 GVEC091B50
0003I,2461065.379303,121.998825,17.71684722222222,17.04,G,K93,2026,mpc_real,0003I        7C2026 01 24.87930308 07 59.718+17 43 00.65         17.04GWEC091K93
0003I,2461065.381929,121.99671666666667,17.717166666666664,17.02,G,K93,2026,mpc_real,0003I        7C2026 01 24.88192908 07 59.212+17 43 01.80         17.02GWEC091K93
0003I,2461065.38455,121.99458333333335,17.717588888888887,16.99,G,K93,2026,mpc_real,0003I        7C2026 01 24.88455008 07 58.700+17 43 03.32         16.99GWEC091K93
0003I,2461065.386667,121.99307083333333,17.716630555555554,15.7,G,B50,2026,mpc_real,0003I        KB2026 01 24.88666708 07 58.337+17 42 59.87         15.7 GVEC091B50
0003I,2461065.419838,121.96689166666667,17.72134722222222,15.9,G,B72,2026,mpc_real,0003I        KB2026 01 24.91983808 07 52.054+17 43 16.85         15.9 GXEC091B72
0003I,2461065.423426,121.96405,17.721827777777776,15.9,G,B72,2026,mpc_real,0003I        KB2026 01 24.92342608 07 51.372+17 43 18.58         15.9 GXEC091B72
0003I,2461065.427014,121.96125,17.72241111111111,15.9,G,B72,2026,mpc_real,0003I        KB2026 01 24.92701408 07 50.700+17 43 20.68         15.9 GXEC091B72
0003I,2461065.498325,121.90584166666666,17.73281944444444,15.18,w,R17,2026,mpc_real,0003I        0C2026 01 24.99832508 07 37.402+17 43 58.15         15.18wVEC091R17
0003I,2461065.512473,121.89475000000002,17.73483888888889,14.96,w,R17,2026,mpc_real,0003I        0C2026 01 25.01247308 07 34.740+17 44 05.42         14.96wVEC091R17
0003I,2461065.51463,121.89282916666667,17.73515,16.3,R,Z17,2026,mpc_real,0003I        5C2026 01 25.01463008 07 34.279+17 44 06.54         16.3 RZEC091Z17
0003I,2461065.5164,121.89147916666667,17.73536111111111,16.1,R,Z17,2026,mpc_real,0003I        5C2026 01 25.01640008 07 33.955+17 44 07.30         16.1 RZEC091Z17
0003I,2461065.518171,121.89005833333333,17.735619444444445,16.1,R,Z17,2026,mpc_real,0003I        5C2026 01 25.01817108 07 33.614+17 44 08.23         16.1 RZEC091Z17
0003I,2461065.526628,121.88355,17.736819444444446,15.29,w,R17,2026,mpc_real,0003I        0C2026 01 25.02662808 07 32.052+17 44 12.55         15.29wVEC091R17
0003I,2461065.54077,121.87245000000001,17.73878888888889,15.29,w,R17,2026,mpc_real,0003I        0C2026 01 25.04077008 07 29.388+17 44 19.64         15.29wVEC091R17
0003I,2461065.780799,121.68534583333334,17.77256388888889,16.2,G,303,2026,mpc_real,0003I        eB2026 01 25.28079908 06 44.483+17 46 21.23         16.2 GWEC091303
0003I,2461065.783299,121.68360833333332,17.772913888888887,15.8,G,303,2026,mpc_real,0003I        eB2026 01 25.28329908 06 44.066+17 46 22.49         15.8 GWEC091303
0003I,2461065.785266,121.6819625,17.773458333333334,15.4,G,303,2026,mpc_real,0003I        eB2026 01 25.28526608 06 43.671+17 46 24.45         15.4 GWEC091303
0003I,2461066.27189,121.30775000000001,17.839777777777776,15.4,N,152,2026,mpc_real,0003I         C2026 01 25.77189 08 05 13.86 +17 50 23.2          15.4 NVEC091152
0003I,2461066.27521,121.30658333333335,17.83947222222222,15.3,N,152,2026,mpc_real,0003I         C2026 01 25.77521 08 05 13.58 +17 50 22.1          15.3 NVEC091152
0003I,2461066.308035,121.28105000000001,17.844347222222222,15.7,r,M09,2026,mpc_real,0003I        KC2026 01 25.80803508 05 07.452+17 50 39.65         15.7 rZEC091M09
0003I,2461066.318316,121.27319166666668,17.845775,15.6,r,M09,2026,mpc_real,0003I        KC2026 01 25.81831608 05 05.566+17 50 44.79         15.6 rZEC091M09
0003I,2461066.328598,121.265,17.846441666666667,15.6,r,M09,2026,mpc_real,0003I        KC2026 01 25.82859808 05 03.600+17 50 47.19         15.6 rZEC091M09
